drone_id,timestamp,latitude,longitude,altitude,drone_type,step
DJI-492696,2026-02-07 22:46:16,-33.9673,151.2094,84.3547,inspection,36
DJI-492696,2026-02-07 22:46:17,-33.9679,151.2092,85.9115,inspection,37
DJI-492696,2026-02-07 22:46:18,-33.9684,151.209,132.3152,inspection,38
DJI-492696,2026-02-07 22:46:19,-33.969,151.2087,128.9567,inspection,39
DJI-492696,2026-02-07 22:46:20,-33.9695,151.2085,93.1749,inspection,40
DJI-492696,2026-02-07 22:46:21,-33.9696,151.2086,124.2989,inspection,41
DJI-492696,2026-02-07 22:46:22,-33.9696,151.2087,94.2882,inspection,42
DJI-492696,2026-02-07 22:46:23,-33.9697,151.2088,132.3869,inspection,43
DJI-492696,2026-02-07 22:46:24,-33.9698,151.2089,149.2521,inspection,44
DJI-492696,2026-02-07 22:46:25,-33.9698,151.2089,99.8318,inspection,45
DJI-492696,2026-02-07 22:46:26,-33.9699,151.209,84.7013,inspection,46
DJI-492696,2026-02-07 22:46:27,-33.9699,151.2091,51.2991,inspection,47
DJI-492696,2026-02-07 22:46:28,-33.97,151.2092,87.5202,inspection,48
DJI-492696,2026-02-07 22:46:29,-33.9701,151.2093,135.4512,inspection,49
DJI-492696,2026-02-07 22:46:30,-33.9701,151.2094,139.3863,inspection,50
DJI-492696,2026-02-07 22:46:31,-33.9702,151.2095,37.3939,inspection,51
DJI-492696,2026-02-07 22:46:32,-33.9703,151.2096,107.7803,inspection,52
DJI-492696,2026-02-07 22:46:33,-33.9703,151.2097,79.3807,inspection,53
DJI-492696,2026-02-07 22:46:34,-33.9704,151.2098,80.332,inspection,54
DJI-492696,2026-02-07 22:46:35,-33.9705,151.2098,127.6808,inspection,55
DJI-492696,2026-02-07 22:46:36,-33.9705,151.2099,62.0983,inspection,56
DJI-492696,2026-02-07 22:46:37,-33.9706,151.21,119.4972,inspection,57
DJI-492696,2026-02-07 22:46:38,-33.9707,151.2101,83.6534,inspection,58
DJI-492696,2026-02-07 22:46:39,-33.9707,151.2102,104.4196,inspection,59
DJI-492696,2026-02-07 22:46:40,-33.9708,151.2103,146.7615,inspection,60
DJI-492696,2026-02-07 22:46:41,-33.9708,151.2104,108.783,inspection,61
DJI-492696,2026-02-07 22:46:42,-33.9709,151.2105,130.8677,inspection,62
DJI-492696,2026-02-07 22:46:43,-33.971,151.2106,115.5887,inspection,63
DJI-492696,2026-02-07 22:46:44,-33.971,151.2107,86.9056,inspection,64
DJI-492696,2026-02-07 22:46:45,-33.9711,151.2107,125.386,inspection,65
DJI-492696,2026-02-07 22:46:46,-33.9712,151.2108,36.1755,inspection,66
DJI-492696,2026-02-07 22:46:47,-33.9712,151.2109,76.4736,inspection,67
DJI-492696,2026-02-07 22:46:48,-33.9713,151.211,117.1002,inspection,68
DJI-492696,2026-02-07 22:46:49,-33.9714,151.2111,92.312,inspection,69
DJI-492696,2026-02-07 22:46:50,-33.9714,151.2112,100.8222,inspection,70
DJI-492696,2026-02-07 22:46:51,-33.9715,151.2113,116.1516,inspection,71
DJI-492696,2026-02-07 22:46:52,-33.9716,151.2114,120.9322,inspection,72
DJI-492696,2026-02-07 22:46:53,-33.9716,151.2115,68.2186,inspection,73
DJI-492696,2026-02-07 22:46:54,-33.9717,151.2116,96.4914,inspection,74
DJI-492696,2026-02-07 22:46:55,-33.9717,151.2116,126.759,inspection,75
DJI-492696,2026-02-07 22:46:56,-33.9718,151.2117,58.3614,inspection,76
DJI-492696,2026-02-07 22:46:57,-33.9719,151.2118,70.7673,inspection,77
DJI-492696,2026-02-07 22:46:58,-33.9719,151.2119,58.6167,inspection,78
DJI-492696,2026-02-07 22:46:59,-33.972,151.212,55.0619,inspection,79
DJI-957255,2026-02-07 22:45:40,-33.992,151.228,142.6368,inspection,0
DJI-957255,2026-02-07 22:45:41,-33.992,151.2276,98.4038,inspection,1
DJI-957255,2026-02-07 22:45:42,-33.992,151.2272,80.9332,inspection,2
DJI-957255,2026-02-07 22:45:43,-33.992,151.2268,144.2538,inspection,3
DJI-957255,2026-02-07 22:45:44,-33.992,151.2264,40.1531,inspection,4
DJI-957255,2026-02-07 22:45:45,-33.992,151.226,107.9282,inspection,5
DJI-957255,2026-02-07 22:45:46,-33.992,151.2256,123.9908,inspection,6
DJI-957255,2026-02-07 22:45:47,-33.992,151.2252,71.1057,inspection,7
DJI-957255,2026-02-07 22:45:48,-33.992,151.2248,57.5749,inspection,8
DJI-957255,2026-02-07 22:45:49,-33.992,151.2244,53.0631,inspection,9
DJI-957255,2026-02-07 22:45:50,-33.992,151.224,128.6397,inspection,10
DJI-957255,2026-02-07 22:45:51,-33.992,151.2236,145.655,inspection,11
DJI-957255,2026-02-07 22:45:52,-33.992,151.2232,37.1554,inspection,12
DJI-957255,2026-02-07 22:45:53,-33.992,151.2228,130.9167,inspection,13
DJI-957255,2026-02-07 22:45:54,-33.9915,151.2224,59.8394,inspection,14
DJI-957255,2026-02-07 22:45:55,-33.9907,151.222,114.1544,inspection,15
DJI-957255,2026-02-07 22:45:56,-33.99,151.2216,61.8767,inspection,16
DJI-957255,2026-02-07 22:45:57,-33.9892,151.2212,79.1106,inspection,17
DJI-957255,2026-02-07 22:45:58,-33.9885,151.2208,47.5412,inspection,18
DJI-957255,2026-02-07 22:45:59,-33.9877,151.2204,113.7295,inspection,19
DJI-957255,2026-02-07 22:46:00,-33.987,151.22,84.5418,inspection,20
DJI-957255,2026-02-07 22:46:01,-33.9862,151.2196,82.1557,inspection,21
DJI-957255,2026-02-07 22:46:02,-33.9855,151.2192,82.9818,inspection,22
DJI-957255,2026-02-07 22:46:03,-33.9847,151.2188,93.1587,inspection,23
DJI-957255,2026-02-07 22:46:04,-33.984,151.2184,68.1137,inspection,24
DJI-957255,2026-02-07 22:46:05,-33.9832,151.218,121.5544,inspection,25
DJI-957255,2026-02-07 22:46:06,-33.9825,151.2176,35.3036,inspection,26
DJI-957255,2026-02-07 22:46:07,-33.9817,151.2172,133.1998,inspection,27
DJI-957255,2026-02-07 22:46:08,-33.981,151.2168,103.5458,inspection,28
DJI-957255,2026-02-07 22:46:09,-33.9802,151.2164,122.3113,inspection,29
DJI-957255,2026-02-07 22:46:10,-33.9795,151.216,132.5169,inspection,30
DJI-957255,2026-02-07 22:46:11,-33.9787,151.2156,149.1947,inspection,31
DJI-957255,2026-02-07 22:46:12,-33.978,151.2152,74.6555,inspection,32
DJI-957255,2026-02-07 22:46:13,-33.9772,151.2148,129.898,inspection,33
DJI-957255,2026-02-07 22:46:14,-33.9765,151.2144,127.0533,inspection,34
DJI-957255,2026-02-07 22:46:15,-33.9757,151.214,43.3224,inspection,35
DJI-957255,2026-02-07 22:46:16,-33.975,151.2136,132.8347,inspection,36
DJI-957255,2026-02-07 22:46:17,-33.9742,151.2132,113.3839,inspection,37
DJI-957255,2026-02-07 22:46:18,-33.9735,151.2128,138.4531,inspection,38
DJI-957255,2026-02-07 22:46:19,-33.9727,151.2124,63.1599,inspection,39
DJI-957255,2026-02-07 22:46:20,-33.972,151.212,108.6361,inspection,40
DJI-957255,2026-02-07 22:46:21,-33.9719,151.2122,43.7547,inspection,41
DJI-957255,2026-02-07 22:46:22,-33.9718,151.2124,50.0217,inspection,42
DJI-957255,2026-02-07 22:46:23,-33.9717,151.2126,113.7636,inspection,43
DJI-957255,2026-02-07 22:46:24,-33.9716,151.2128,31.1168,inspection,44
DJI-957255,2026-02-07 22:46:25,-33.9716,151.213,116.1114,inspection,45
DJI-957255,2026-02-07 22:46:26,-33.9715,151.2132,136.6238,inspection,46
DJI-957255,2026-02-07 22:46:27,-33.9714,151.2134,49.682,inspection,47
DJI-957255,2026-02-07 22:46:28,-33.9713,151.2136,67.4988,inspection,48
DJI-957255,2026-02-07 22:46:29,-33.9712,151.2138,86.7466,inspection,49
DJI-957255,2026-02-07 22:46:30,-33.9711,151.2141,36.0621,inspection,50
DJI-957255,2026-02-07 22:46:31,-33.971,151.2143,99.5314,inspection,51
DJI-957255,2026-02-07 22:46:32,-33.9709,151.2145,139.7914,inspection,52
DJI-957255,2026-02-07 22:46:33,-33.9708,151.2147,137.3692,inspection,53
DJI-957255,2026-02-07 22:46:34,-33.9707,151.2149,84.3761,inspection,54
DJI-957255,2026-02-07 22:46:35,-33.9707,151.2151,78.4989,inspection,55
DJI-957255,2026-02-07 22:46:36,-33.9706,151.2153,115.7674,inspection,56
DJI-957255,2026-02-07 22:46:37,-33.9705,151.2155,140.5144,inspection,57
DJI-957255,2026-02-07 22:46:38,-33.9704,151.2157,48.5217,inspection,58
DJI-957255,2026-02-07 22:46:39,-33.9703,151.2159,68.7174,inspection,59
DJI-957255,2026-02-07 22:46:40,-33.9702,151.2161,31.2661,inspection,60
DJI-957255,2026-02-07 22:46:41,-33.9701,151.2163,132.508,inspection,61
DJI-957255,2026-02-07 22:46:42,-33.97,151.2165,83.507,inspection,62
DJI-957255,2026-02-07 22:46:43,-33.9699,151.2167,55.2638,inspection,63
DJI-957255,2026-02-07 22:46:44,-33.9698,151.2169,84.1514,inspection,64
DJI-957255,2026-02-07 22:46:45,-33.9698,151.2171,79.0459,inspection,65
DJI-957255,2026-02-07 22:46:46,-33.9697,151.2173,30.1816,inspection,66
DJI-957255,2026-02-07 22:46:47,-33.9696,151.2175,115.2931,inspection,67
DJI-957255,2026-02-07 22:46:48,-33.9695,151.2177,71.8321,inspection,68
DJI-957255,2026-02-07 22:46:49,-33.9694,151.2179,104.5702,inspection,69
DJI-957255,2026-02-07 22:46:50,-33.9693,151.2182,149.6331,inspection,70
DJI-957255,2026-02-07 22:46:51,-33.9692,151.2184,92.1269,inspection,71
DJI-957255,2026-02-07 22:46:52,-33.9691,151.2186,86.5457,inspection,72
DJI-957255,2026-02-07 22:46:53,-33.969,151.2188,120.8416,inspection,73
DJI-957255,2026-02-07 22:46:54,-33.9689,151.219,41.927,inspection,74
DJI-957255,2026-02-07 22:46:55,-33.9689,151.2192,67.1661,inspection,75
DJI-957255,2026-02-07 22:46:56,-33.9688,151.2194,149.6414,inspection,76
DJI-957255,2026-02-07 22:46:57,-33.9687,151.2196,51.8864,inspection,77
DJI-957255,2026-02-07 22:46:58,-33.9686,151.2198,60.5563,inspection,78
DJI-957255,2026-02-07 22:46:59,-33.9685,151.22,37.8753,inspection,79
DJI-480010,2026-02-07 22:45:40,-33.976,151.205,90.5165,inspection,0
DJI-480010,2026-02-07 22:45:41,-33.9758,151.205,124.6819,inspection,1
DJI-480010,2026-02-07 22:45:42,-33.9757,151.205,134.7401,inspection,2
DJI-480010,2026-02-07 22:45:43,-33.9755,151.205,52.4956,inspection,3
DJI-480010,2026-02-07 22:45:44,-33.9753,151.205,78.7922,inspection,4
DJI-480010,2026-02-07 22:45:45,-33.9752,151.205,107.2452,inspection,5
DJI-480010,2026-02-07 22:45:46,-33.975,151.205,37.0581,inspection,6
DJI-480010,2026-02-07 22:45:47,-33.9749,151.205,71.474,inspection,7
DJI-480010,2026-02-07 22:45:48,-33.9747,151.205,44.1085,inspection,8
DJI-480010,2026-02-07 22:45:49,-33.9745,151.205,66.3861,inspection,9
DJI-480010,2026-02-07 22:45:50,-33.9744,151.205,117.0577,inspection,10
DJI-480010,2026-02-07 22:45:51,-33.9742,151.205,42.6459,inspection,11
DJI-480010,2026-02-07 22:45:52,-33.974,151.205,97.7177,inspection,12
DJI-480010,2026-02-07 22:45:53,-33.9739,151.205,143.1923,inspection,13
DJI-480010,2026-02-07 22:45:54,-33.9737,151.205,47.6804,inspection,14
DJI-480010,2026-02-07 22:45:55,-33.9736,151.205,32.9573,inspection,15
DJI-480010,2026-02-07 22:45:56,-33.9734,151.205,98.3294,inspection,16
DJI-480010,2026-02-07 22:45:57,-33.9732,151.205,112.8759,inspection,17
DJI-480010,2026-02-07 22:45:58,-33.9731,151.205,124.9543,inspection,18
DJI-480010,2026-02-07 22:45:59,-33.9729,151.205,68.9402,inspection,19
DJI-480010,2026-02-07 22:46:00,-33.9727,151.205,111.7231,inspection,20
DJI-480010,2026-02-07 22:46:01,-33.9726,151.205,45.4529,inspection,21
DJI-480010,2026-02-07 22:46:02,-33.9724,151.205,43.0676,inspection,22
DJI-480010,2026-02-07 22:46:03,-33.9723,151.205,49.3834,inspection,23
DJI-480010,2026-02-07 22:46:04,-33.9721,151.205,37.882,inspection,24
DJI-480010,2026-02-07 22:46:05,-33.9719,151.205,136.9393,inspection,25
DJI-480010,2026-02-07 22:46:06,-33.9718,151.205,109.9663,inspection,26
DJI-480010,2026-02-07 22:46:07,-33.9716,151.205,125.3999,inspection,27
DJI-480010,2026-02-07 22:46:08,-33.9714,151.205,114.9088,inspection,28
DJI-480010,2026-02-07 22:46:09,-33.9713,151.205,51.36,inspection,29
DJI-480010,2026-02-07 22:46:10,-33.9711,151.2051,51.7676,inspection,30
DJI-480010,2026-02-07 22:46:11,-33.971,151.2055,36.8975,inspection,31
DJI-480010,2026-02-07 22:46:12,-33.9708,151.2058,79.5975,inspection,32
DJI-480010,2026-02-07 22:46:13,-33.9706,151.2061,143.9203,inspection,33
DJI-480010,2026-02-07 22:46:14,-33.9705,151.2065,132.5645,inspection,34
DJI-480010,2026-02-07 22:46:15,-33.9703,151.2068,131.2364,inspection,35
DJI-480010,2026-02-07 22:46:16,-33.9701,151.2071,60.6953,inspection,36
DJI-480010,2026-02-07 22:46:17,-33.97,151.2075,49.4952,inspection,37
DJI-480010,2026-02-07 22:46:18,-33.9698,151.2078,111.5528,inspection,38
DJI-480010,2026-02-07 22:46:19,-33.9697,151.2082,73.4298,inspection,39
DJI-480010,2026-02-07 22:46:20,-33.9695,151.2085,31.816,inspection,40
DJI-480010,2026-02-07 22:46:21,-33.9695,151.2088,87.873,inspection,41
DJI-480010,2026-02-07 22:46:22,-33.9694,151.2091,84.6005,inspection,42
DJI-480010,2026-02-07 22:46:23,-33.9694,151.2094,145.5303,inspection,43
DJI-480010,2026-02-07 22:46:24,-33.9694,151.2097,54.6147,inspection,44
DJI-480010,2026-02-07 22:46:25,-33.9694,151.21,47.7146,inspection,45
DJI-480010,2026-02-07 22:46:26,-33.9693,151.2103,122.8991,inspection,46
DJI-480010,2026-02-07 22:46:27,-33.9693,151.2106,105.9481,inspection,47
DJI-480010,2026-02-07 22:46:28,-33.9693,151.2109,145.2717,inspection,48
DJI-480010,2026-02-07 22:46:29,-33.9693,151.2112,126.0116,inspection,49
DJI-480010,2026-02-07 22:46:30,-33.9692,151.2114,100.8555,inspection,50
DJI-480010,2026-02-07 22:46:31,-33.9692,151.2117,82.6524,inspection,51
DJI-480010,2026-02-07 22:46:32,-33.9692,151.212,61.9527,inspection,52
DJI-480010,2026-02-07 22:46:33,-33.9692,151.2123,56.594,inspection,53
DJI-480010,2026-02-07 22:46:34,-33.9691,151.2126,57.1176,inspection,54
DJI-480010,2026-02-07 22:46:35,-33.9691,151.2129,149.3972,inspection,55
DJI-480010,2026-02-07 22:46:36,-33.9691,151.2132,70.3109,inspection,56
DJI-480010,2026-02-07 22:46:37,-33.9691,151.2135,111.4619,inspection,57
DJI-480010,2026-02-07 22:46:38,-33.969,151.2138,103.4664,inspection,58
DJI-480010,2026-02-07 22:46:39,-33.969,151.2141,121.0894,inspection,59
DJI-480010,2026-02-07 22:46:40,-33.969,151.2144,139.9651,inspection,60
DJI-480010,2026-02-07 22:46:41,-33.969,151.2147,87.7277,inspection,61
DJI-480010,2026-02-07 22:46:42,-33.9689,151.215,92.8795,inspection,62
DJI-480010,2026-02-07 22:46:43,-33.9689,151.2153,124.5593,inspection,63
DJI-480010,2026-02-07 22:46:44,-33.9689,151.2156,91.2021,inspection,64
DJI-480010,2026-02-07 22:46:45,-33.9689,151.2159,130.1847,inspection,65
DJI-480010,2026-02-07 22:46:46,-33.9688,151.2162,42.4997,inspection,66
DJI-480010,2026-02-07 22:46:47,-33.9688,151.2165,55.9655,inspection,67
DJI-480010,2026-02-07 22:46:48,-33.9688,151.2168,58.1283,inspection,68
DJI-480010,2026-02-07 22:46:49,-33.9688,151.2171,48.7577,inspection,69
DJI-480010,2026-02-07 22:46:50,-33.9687,151.2173,139.8941,inspection,70
DJI-480010,2026-02-07 22:46:51,-33.9687,151.2176,136.4223,inspection,71
DJI-480010,2026-02-07 22:46:52,-33.9687,151.2179,137.027,inspection,72
DJI-480010,2026-02-07 22:46:53,-33.9687,151.2182,135.9679,inspection,73
DJI-480010,2026-02-07 22:46:54,-33.9686,151.2185,95.6858,inspection,74
DJI-480010,2026-02-07 22:46:55,-33.9686,151.2188,138.5448,inspection,75
DJI-480010,2026-02-07 22:46:56,-33.9686,151.2191,140.143,inspection,76
DJI-480010,2026-02-07 22:46:57,-33.9686,151.2194,146.367,inspection,77
DJI-480010,2026-02-07 22:46:58,-33.9685,151.2197,62.4528,inspection,78
DJI-480010,2026-02-07 22:46:59,-33.9685,151.22,80.7478,inspection,79
DJI-142652,2026-02-07 22:45:40,-33.981,151.23,124.5039,inspection,0
DJI-142652,2026-02-07 22:45:41,-33.9809,151.23,45.6422,inspection,1
DJI-142652,2026-02-07 22:45:42,-33.9808,151.23,94.1082,inspection,2
DJI-142652,2026-02-07 22:45:43,-33.9807,151.23,41.6072,inspection,3
DJI-142652,2026-02-07 22:45:44,-33.9806,151.23,114.1332,inspection,4
DJI-142652,2026-02-07 22:45:45,-33.9806,151.23,136.4902,inspection,5
DJI-142652,2026-02-07 22:45:46,-33.9805,151.23,135.2869,inspection,6
DJI-142652,2026-02-07 22:45:47,-33.9804,151.23,34.2739,inspection,7
DJI-142652,2026-02-07 22:45:48,-33.9803,151.23,63.768,inspection,8
DJI-142652,2026-02-07 22:45:49,-33.9802,151.23,97.546,inspection,9
DJI-142652,2026-02-07 22:45:50,-33.9801,151.23,38.3341,inspection,10
DJI-142652,2026-02-07 22:45:51,-33.98,151.23,128.1976,inspection,11
DJI-142652,2026-02-07 22:45:52,-33.9799,151.23,79.8777,inspection,12
DJI-142652,2026-02-07 22:45:53,-33.9798,151.23,43.4057,inspection,13
DJI-142652,2026-02-07 22:45:54,-33.9798,151.23,98.9566,inspection,14
DJI-142652,2026-02-07 22:45:55,-33.9797,151.23,76.0299,inspection,15
DJI-142652,2026-02-07 22:45:56,-33.9796,151.23,74.6295,inspection,16
DJI-142652,2026-02-07 22:45:57,-33.9795,151.23,121.9924,inspection,17
DJI-142652,2026-02-07 22:45:58,-33.9794,151.23,134.2177,inspection,18
DJI-142652,2026-02-07 22:45:59,-33.9793,151.23,33.9646,inspection,19
DJI-142652,2026-02-07 22:46:00,-33.9792,151.23,106.9143,inspection,20
DJI-142652,2026-02-07 22:46:01,-33.9791,151.23,132.5327,inspection,21
DJI-142652,2026-02-07 22:46:02,-33.9791,151.23,75.8237,inspection,22
DJI-142652,2026-02-07 22:46:03,-33.979,151.23,137.1658,inspection,23
DJI-142652,2026-02-07 22:46:04,-33.9789,151.23,113.6576,inspection,24
DJI-142652,2026-02-07 22:46:05,-33.9788,151.23,31.1608,inspection,25
DJI-142652,2026-02-07 22:46:06,-33.9787,151.23,122.6543,inspection,26
DJI-142652,2026-02-07 22:46:07,-33.9786,151.23,129.8417,inspection,27
DJI-142652,2026-02-07 22:46:08,-33.9785,151.23,128.6635,inspection,28
DJI-142652,2026-02-07 22:46:09,-33.9784,151.23,62.4754,inspection,29
DJI-142652,2026-02-07 22:46:10,-33.9783,151.23,70.603,inspection,30
DJI-142652,2026-02-07 22:46:11,-33.9783,151.23,139.421,inspection,31
DJI-142652,2026-02-07 22:46:12,-33.9782,151.23,109.714,inspection,32
DJI-142652,2026-02-07 22:46:13,-33.9781,151.23,98.0576,inspection,33
DJI-142652,2026-02-07 22:46:14,-33.978,151.23,103.3746,inspection,34
DJI-142652,2026-02-07 22:46:15,-33.9779,151.23,43.7858,inspection,35
DJI-142652,2026-02-07 22:46:16,-33.9778,151.23,31.6867,inspection,36
DJI-142652,2026-02-07 22:46:17,-33.9777,151.2297,131.2389,inspection,37
DJI-142652,2026-02-07 22:46:18,-33.9776,151.2294,66.1599,inspection,38
DJI-142652,2026-02-07 22:46:19,-33.9775,151.2291,112.9157,inspection,39
DJI-142652,2026-02-07 22:46:20,-33.9775,151.2289,142.9815,inspection,40
DJI-142652,2026-02-07 22:46:21,-33.9774,151.2286,122.8618,inspection,41
DJI-142652,2026-02-07 22:46:22,-33.9773,151.2283,86.8424,inspection,42
DJI-142652,2026-02-07 22:46:23,-33.9772,151.228,130.1277,inspection,43
DJI-142652,2026-02-07 22:46:24,-33.9771,151.2277,121.1836,inspection,44
DJI-142652,2026-02-07 22:46:25,-33.977,151.2275,79.7726,inspection,45
DJI-142652,2026-02-07 22:46:26,-33.9769,151.2272,70.468,inspection,46
DJI-142652,2026-02-07 22:46:27,-33.9768,151.2269,143.2309,inspection,47
DJI-142652,2026-02-07 22:46:28,-33.9767,151.2266,31.2967,inspection,48
DJI-142652,2026-02-07 22:46:29,-33.9767,151.2264,36.7761,inspection,49
DJI-142652,2026-02-07 22:46:30,-33.9766,151.2261,143.5653,inspection,50
DJI-142652,2026-02-07 22:46:31,-33.9765,151.2258,34.0679,inspection,51
DJI-142652,2026-02-07 22:46:32,-33.9764,151.2255,66.6744,inspection,52
DJI-142652,2026-02-07 22:46:33,-33.9763,151.2252,39.746,inspection,53
DJI-142652,2026-02-07 22:46:34,-33.9762,151.225,82.4778,inspection,54
DJI-142652,2026-02-07 22:46:35,-33.9761,151.2247,32.7529,inspection,55
DJI-142652,2026-02-07 22:46:36,-33.976,151.2244,114.3519,inspection,56
DJI-142652,2026-02-07 22:46:37,-33.9759,151.2241,71.5396,inspection,57
DJI-142652,2026-02-07 22:46:38,-33.9759,151.2238,53.9618,inspection,58
DJI-142652,2026-02-07 22:46:39,-33.9758,151.2236,143.1569,inspection,59
DJI-142652,2026-02-07 22:46:40,-33.9757,151.2233,48.0641,inspection,60
DJI-142652,2026-02-07 22:46:41,-33.9756,151.223,69.3482,inspection,61
DJI-142652,2026-02-07 22:46:42,-33.9755,151.2227,132.6028,inspection,62
DJI-142652,2026-02-07 22:46:43,-33.9754,151.2225,68.7235,inspection,63
DJI-142652,2026-02-07 22:46:44,-33.9753,151.2222,112.9246,inspection,64
DJI-142652,2026-02-07 22:46:45,-33.9752,151.2219,84.1655,inspection,65
DJI-142652,2026-02-07 22:46:46,-33.9752,151.2216,88.2595,inspection,66
DJI-142652,2026-02-07 22:46:47,-33.9751,151.2213,138.0561,inspection,67
DJI-142652,2026-02-07 22:46:48,-33.975,151.2211,58.1656,inspection,68
DJI-142652,2026-02-07 22:46:49,-33.9749,151.2208,58.6024,inspection,69
DJI-142652,2026-02-07 22:46:50,-33.9748,151.2205,117.9841,inspection,70
DJI-142652,2026-02-07 22:46:51,-33.9747,151.2202,91.9091,inspection,71
DJI-142652,2026-02-07 22:46:52,-33.9746,151.2199,53.3013,inspection,72
DJI-142652,2026-02-07 22:46:53,-33.9745,151.2197,73.8878,inspection,73
DJI-142652,2026-02-07 22:46:54,-33.9744,151.2194,38.4604,inspection,74
DJI-142652,2026-02-07 22:46:55,-33.9744,151.2191,80.2486,inspection,75
DJI-142652,2026-02-07 22:46:56,-33.9743,151.2188,97.5198,inspection,76
DJI-142652,2026-02-07 22:46:57,-33.9742,151.2186,43.6328,inspection,77
DJI-142652,2026-02-07 22:46:58,-33.9741,151.2183,140.2374,inspection,78
DJI-142652,2026-02-07 22:46:59,-33.974,151.218,46.4658,inspection,79
DJI-940647,2026-02-07 22:45:40,-33.9849,151.2154,44.1896,threat,0
DJI-940647,2026-02-07 22:45:41,-33.9847,151.2155,30.3491,threat,1
DJI-940647,2026-02-07 22:45:42,-33.9844,151.2155,132.084,threat,2
DJI-940647,2026-02-07 22:45:43,-33.9842,151.2156,49.8155,threat,3
DJI-940647,2026-02-07 22:45:44,-33.9839,151.2156,31.253,threat,4
DJI-940647,2026-02-07 22:45:45,-33.9838,151.2156,83.8031,threat,5
DJI-940647,2026-02-07 22:45:46,-33.9837,151.2157,121.7519,threat,6
DJI-940647,2026-02-07 22:45:47,-33.9836,151.2157,144.9287,threat,7
DJI-940647,2026-02-07 22:45:48,-33.9834,151.2158,51.9067,threat,8
DJI-940647,2026-02-07 22:45:49,-33.9833,151.2158,120.4837,threat,9
DJI-940647,2026-02-07 22:45:50,-33.9832,151.2158,104.2471,threat,10
DJI-940647,2026-02-07 22:45:51,-33.9831,151.2158,61.6563,threat,11
DJI-940647,2026-02-07 22:45:52,-33.9829,151.2158,99.1991,threat,12
DJI-940647,2026-02-07 22:45:53,-33.9828,151.2157,70.7881,threat,13
DJI-940647,2026-02-07 22:45:54,-33.9826,151.2156,86.5798,threat,14
DJI-940647,2026-02-07 22:45:55,-33.9825,151.2155,57.8699,threat,15
DJI-940647,2026-02-07 22:45:56,-33.9824,151.2153,44.4736,threat,16
